temporada;jornada;equip1;equip2;codi1;codi2;punts1;posicio1;pg1;pe1;pp1;avgf1;avgc1;punts2;posicio2;pg2;pe2;pp2;avgf2;avgc2;difposition;resultat
Temporada 2005-06;6;Barcelona;Zaragoza;Temporada 2005-066Barcelona;Temporada 2005-066Zaragoza;9;5;0,333333333;0,5;0,166666667;1,833333333;1,166666667;8;8;0,166666667;0,833333333;0;1,333333333;1;-3;0
Temporada 2005-06;7;Athletic;Sevilla;Temporada 2005-067Athletic;Temporada 2005-067Sevilla;5;19;0,142857143;0,285714286;0,571428571;1;1,428571429;9;11;0,285714286;0,428571429;0,285714286;0,714285714;0,714285714;8;2
Temporada 2005-06;7;Espanyol;Cadiz;Temporada 2005-067Espanyol;Temporada 2005-067Cadiz;7;17;0,285714286;0,142857143;0,571428571;0,714285714;1,285714286;9;10;0,285714286;0,428571429;0,285714286;0,857142857;0,857142857;7;2
Temporada 2005-06;7;Osasuna;Celta;Temporada 2005-067Osasuna;Temporada 2005-067Celta;15;2;0,714285714;0;0,285714286;1,285714286;0,714285714;13;4;0,571428571;0,142857143;0,285714286;1,428571429;1,142857143;-2;1
Temporada 2005-06;7;Valencia;Malaga;Temporada 2005-067Valencia;Temporada 2005-067Malaga;12;5;0,428571429;0,428571429;0,142857143;1,714285714;1,428571429;7;15;0,285714286;0,142857143;0,571428571;1,142857143;1,428571429;-10;1
Temporada 2005-06;7;Zaragoza;R. Sociedad;Temporada 2005-067Zaragoza;Temporada 2005-067R. Sociedad;8;13;0,142857143;0,714285714;0,142857143;1,142857143;1;10;8;0,428571429;0,142857143;0,428571429;1,428571429;2;5;2
Temporada 2005-06;7;Betis;Getafe;Temporada 2005-067Betis;Temporada 2005-067Getafe;9;12;0,285714286;0,428571429;0,285714286;0,714285714;1;14;3;0,571428571;0,285714286;0,142857143;1,571428571;1;9;1
Temporada 2005-06;7;Atletico;R. Madrid;Temporada 2005-067Atletico;Temporada 2005-067R. Madrid;7;16;0,285714286;0,142857143;0,571428571;0,857142857;1,285714286;15;1;0,714285714;0;0,285714286;2,428571429;0,857142857;15;2
Temporada 2005-06;7;Deportivo;Barcelona;Temporada 2005-067Deportivo;Temporada 2005-067Barcelona;10;7;0,285714286;0,571428571;0,142857143;1,285714286;1,142857143;10;6;0,285714286;0,571428571;0,142857143;2;1,428571429;1;0
Temporada 2005-06;7;Alaves;Villarreal;Temporada 2005-067Alaves;Temporada 2005-067Villarreal;6;18;0,142857143;0,428571429;0,428571429;1;1,571428571;9;9;0,285714286;0,428571429;0,285714286;1,428571429;1,285714286;9;0
Temporada 2005-06;8;R. Madrid;Valencia;Temporada 2005-068R. Madrid;Temporada 2005-068Valencia;15;3;0,625;0;0,375;2,25;1;15;4;0,5;0,375;0,125;1,75;1,375;-1;2
Temporada 2005-06;8;Racing;Atletico;Temporada 2005-068Racing;Temporada 2005-068Atletico;8;16;0,25;0,25;0,5;0,375;0,625;10;13;0,375;0,125;0,5;0,875;1,125;3;2
Temporada 2005-06;8;Villarreal;Mallorca;Temporada 2005-068Villarreal;Temporada 2005-068Mallorca;12;8;0,375;0,375;0,25;1,625;1,125;5;20;0,125;0,25;0,625;0,875;2,125;-12;1
Temporada 2005-06;8;Malaga;Betis;Temporada 2005-068Malaga;Temporada 2005-068Betis;10;11;0,375;0,125;0,5;1,625;1,25;9;14;0,25;0,375;0,375;0,625;1,5;-3;1
Temporada 2005-06;8;Getafe;Zaragoza;Temporada 2005-068Getafe;Temporada 2005-068Zaragoza;17;1;0,625;0,25;0,125;2;1,125;8;15;0,125;0,625;0,25;1,25;1,5;-14;1
Temporada 2005-06;8;R. Sociedad;Deportivo;Temporada 2005-068R. Sociedad;Temporada 2005-068Deportivo;13;7;0,5;0,125;0,375;1,5;1,75;10;12;0,25;0,5;0,25;1,125;1,25;-5;1
Temporada 2005-06;8;Celta;Espanyol;Temporada 2005-068Celta;Temporada 2005-068Espanyol;16;2;0,625;0,125;0,25;1,375;1;7;17;0,25;0,125;0,625;0,625;1,25;-15;1
Temporada 2005-06;8;Cadiz;Athletic;Temporada 2005-068Cadiz;Temporada 2005-068Athletic;12;10;0,375;0,375;0,25;0,875;0,75;5;19;0,125;0,25;0,625;0,875;1,375;-9;1
Temporada 2005-06;8;Barcelona;Osasuna;Temporada 2005-068Barcelona;Temporada 2005-068Osasuna;13;6;0,375;0,5;0,125;2,125;1,25;15;5;0,625;0;0,375;1,125;1;1;1
Temporada 2005-06;8;Sevilla;Alaves;Temporada 2005-068Sevilla;Temporada 2005-068Alaves;12;9;0,375;0,375;0,25;0,875;0,625;6;18;0,125;0,375;0,5;0,875;1,625;-9;1
Temporada 2005-06;12;Racing;Deportivo;Temporada 2005-0612Racing;Temporada 2005-0612Deportivo;11;18;0,166666667;0,416666667;0,416666667;0,5;0,916666667;20;6;0,416666667;0,416666667;0,166666667;1,416666667;1;12;2
Temporada 2005-06;12;Celta;Atletico;Temporada 2005-0612Celta;Temporada 2005-0612Atletico;23;3;0,583333333;0,166666667;0,25;1,333333333;1;15;12;0,333333333;0,25;0,416666667;1;1;-9;1
Temporada 2005-06;12;Athletic;Alaves;Temporada 2005-0612Athletic;Temporada 2005-0612Alaves;7;20;0,083333333;0,333333333;0,583333333;0,916666667;1,5;11;17;0,166666667;0,416666667;0,416666667;0,916666667;1,333333333;3;2
Temporada 2005-06;12;Espanyol;Mallorca;Temporada 2005-0612Espanyol;Temporada 2005-0612Mallorca;12;14;0,25;0,25;0,5;0,75;1,166666667;12;15;0,25;0,25;0,5;0,916666667;1,75;-1;1
Temporada 2005-06;12;Cadiz;Valencia;Temporada 2005-0612Cadiz;Temporada 2005-0612Valencia;13;13;0,25;0,333333333;0,416666667;0,666666667;1;19;8;0,416666667;0,333333333;0,25;1,333333333;1,25;5;2
Temporada 2005-06;12;Malaga;R. Sociedad;Temporada 2005-0612Malaga;Temporada 2005-0612R. Sociedad;15;11;0,333333333;0,25;0,416666667;1,5;1,25;16;10;0,416666667;0,083333333;0,5;1,416666667;2;1;1
Temporada 2005-06;12;Sevilla;Betis;Temporada 2005-0612Sevilla;Temporada 2005-0612Betis;20;7;0,416666667;0,416666667;0,166666667;0,916666667;0,5;10;19;0,166666667;0,333333333;0,5;0,666666667;1,583333333;-12;1
Temporada 2005-06;12;R. Madrid;Barcelona;Temporada 2005-0612R. Madrid;Temporada 2005-0612Barcelona;21;4;0,583333333;0;0,416666667;1,833333333;1,166666667;25;1;0,583333333;0,333333333;0,083333333;2,5;0,916666667;3;2
Temporada 2005-06;12;Getafe;Osasuna;Temporada 2005-0612Getafe;Temporada 2005-0612Osasuna;18;9;0,416666667;0,25;0,333333333;1,416666667;1,333333333;25;2;0,666666667;0,083333333;0,25;1,333333333;0,916666667;7;0
Temporada 2005-06;12;Villarreal;Zaragoza;Temporada 2005-0612Villarreal;Temporada 2005-0612Zaragoza;20;5;0,416666667;0,416666667;0,166666667;1,5;1;11;16;0,083333333;0,666666667;0,25;1;1,25;-11;0
Temporada 2005-06;13;R. Sociedad;R. Madrid;Temporada 2005-0613R. Sociedad;Temporada 2005-0613R. Madrid;17;10;0,384615385;0,153846154;0,461538462;1,461538462;2;22;6;0,538461538;0,076923077;0,384615385;1,846153846;1,230769231;4;0
Temporada 2005-06;13;Atletico;Espanyol;Temporada 2005-0613Atletico;Temporada 2005-0613Espanyol;16;11;0,307692308;0,307692308;0,384615385;1;1;13;14;0,230769231;0,307692308;0,461538462;0,769230769;1,153846154;-3;0
Temporada 2005-06;13;Osasuna;Alaves;Temporada 2005-0613Osasuna;Temporada 2005-0613Alaves;28;2;0,692307692;0,076923077;0,230769231;1,461538462;1;11;17;0,153846154;0,384615385;0,461538462;1;1,461538462;-15;1
Temporada 2005-06;13;Getafe;Malaga;Temporada 2005-0613Getafe;Temporada 2005-0613Malaga;21;8;0,461538462;0,230769231;0,307692308;1,538461538;1,384615385;15;12;0,307692308;0,230769231;0,461538462;1,538461538;1,384615385;-4;1
Temporada 2005-06;13;Zaragoza;Sevilla;Temporada 2005-0613Zaragoza;Temporada 2005-0613Sevilla;11;16;0,076923077;0,615384615;0,307692308;0,923076923;1,307692308;23;4;0,461538462;0,384615385;0,153846154;1;0,461538462;12;2
Temporada 2005-06;13;Deportivo;Villarreal;Temporada 2005-0613Deportivo;Temporada 2005-0613Villarreal;20;9;0,384615385;0,384615385;0,230769231;1,307692308;1,076923077;23;3;0,461538462;0,384615385;0,153846154;1,538461538;0,923076923;6;2
Temporada 2005-06;13;Betis;Cadiz;Temporada 2005-0613Betis;Temporada 2005-0613Cadiz;11;19;0,153846154;0,384615385;0,461538462;0,692307692;1,538461538;14;13;0,230769231;0,384615385;0,384615385;0,692307692;1;6;0
Temporada 2005-06;13;Valencia;Celta;Temporada 2005-0613Valencia;Temporada 2005-0613Celta;22;7;0,461538462;0,307692308;0,230769231;1,384615385;1,153846154;23;5;0,538461538;0,153846154;0,307692308;1,230769231;1,076923077;2;1
Temporada 2005-06;13;Mallorca;Athletic;Temporada 2005-0613Mallorca;Temporada 2005-0613Athletic;12;15;0,230769231;0,230769231;0,538461538;0,846153846;1,692307692;10;20;0,153846154;0,307692308;0,538461538;0,923076923;1,384615385;-5;2
Temporada 2005-06;14;Sevilla;Deportivo;Temporada 2005-0614Sevilla;Temporada 2005-0614Deportivo;23;8;0,428571429;0,357142857;0,214285714;0,928571429;0,571428571;23;7;0,428571429;0,357142857;0,214285714;1,357142857;1;1;2
Temporada 2005-06;14;Villarreal;Barcelona;Temporada 2005-0614Villarreal;Temporada 2005-0614Barcelona;23;6;0,428571429;0,357142857;0,214285714;1,428571429;1;31;1;0,642857143;0,285714286;0,071428571;2,571428571;0,857142857;5;2
Temporada 2005-06;14;Malaga;Osasuna;Temporada 2005-0614Malaga;Temporada 2005-0614Osasuna;15;12;0,285714286;0,214285714;0,5;1,5;1,428571429;31;2;0,714285714;0,071428571;0,214285714;1,5;1;10;2
Temporada 2005-06;14;Alaves;Mallorca;Temporada 2005-0614Alaves;Temporada 2005-0614Mallorca;11;19;0,142857143;0,357142857;0,5;0,928571429;1,571428571;15;13;0,285714286;0,214285714;0,5;1;1,571428571;6;2
Temporada 2005-06;14;Racing;R. Sociedad;Temporada 2005-0614Racing;Temporada 2005-0614R. Sociedad;12;17;0,142857143;0,428571429;0,428571429;0,642857143;1,214285714;18;10;0,357142857;0,214285714;0,428571429;1,5;2;7;0
Temporada 2005-06;14;Cadiz;Zaragoza;Temporada 2005-0614Cadiz;Temporada 2005-0614Zaragoza;14;15;0,214285714;0,357142857;0,428571429;0,714285714;1,071428571;14;14;0,142857143;0,571428571;0,285714286;1;1,285714286;1;2
Temporada 2005-06;14;Espanyol;Valencia;Temporada 2005-0614Espanyol;Temporada 2005-0614Valencia;13;16;0,214285714;0,285714286;0,5;0,785714286;1,285714286;25;5;0,5;0,285714286;0,214285714;1,5;1,142857143;11;2
Temporada 2005-06;14;Athletic;Atletico;Temporada 2005-0614Athletic;Temporada 2005-0614Atletico;11;18;0,142857143;0,357142857;0,5;0,928571429;1,357142857;17;11;0,285714286;0,357142857;0,357142857;1;1;7;0
Temporada 2005-06;14;R. Madrid;Getafe;Temporada 2005-0614R. Madrid;Temporada 2005-0614Getafe;25;4;0,571428571;0,071428571;0,357142857;1,785714286;1,142857143;21;9;0,428571429;0,214285714;0,357142857;1,428571429;1,357142857;-5;1
Temporada 2005-06;14;Celta;Betis;Temporada 2005-0614Celta;Temporada 2005-0614Betis;26;3;0,571428571;0,142857143;0,285714286;1,285714286;1,071428571;11;20;0,142857143;0,357142857;0,5;0,714285714;1,571428571;-17;1
Temporada 2005-06;15;Barcelona;Sevilla;Temporada 2005-0615Barcelona;Temporada 2005-0615Sevilla;34;1;0,666666667;0,266666667;0,066666667;2,533333333;0,866666667;23;8;0,4;0,333333333;0,266666667;0,933333333;0,666666667;-7;1
Temporada 2005-06;15;Malaga;R. Madrid;Temporada 2005-0615Malaga;Temporada 2005-0615R. Madrid;15;13;0,266666667;0,2;0,533333333;1,4;1,466666667;28;3;0,6;0,066666667;0,333333333;1,8;1,066666667;10;2
Temporada 2005-06;15;Osasuna;Mallorca;Temporada 2005-0615Osasuna;Temporada 2005-0615Mallorca;34;2;0,733333333;0,066666667;0,2;1,466666667;0,933333333;15;15;0,266666667;0,2;0,533333333;0,933333333;1,533333333;-13;1
Temporada 2005-06;15;Atletico;Alaves;Temporada 2005-0615Atletico;Temporada 2005-0615Alaves;18;10;0,266666667;0,4;0,333333333;1;1;12;19;0,133333333;0,4;0,466666667;0,933333333;1,533333333;-9;0
Temporada 2005-06;15;Deportivo;Cadiz;Temporada 2005-0615Deportivo;Temporada 2005-0615Cadiz;26;5;0,466666667;0,333333333;0,2;1,333333333;0,933333333;14;16;0,2;0,333333333;0,466666667;0,666666667;1,066666667;-11;1
Temporada 2005-06;15;Zaragoza;Celta;Temporada 2005-0615Zaragoza;Temporada 2005-0615Celta;17;12;0,2;0,533333333;0,266666667;1;1,2;26;7;0,533333333;0,133333333;0,333333333;1,2;1,066666667;5;1
Temporada 2005-06;15;Getafe;Racing;Temporada 2005-0615Getafe;Temporada 2005-0615Racing;21;9;0,4;0,2;0,4;1,4;1,4;15;14;0,2;0,4;0,4;0,733333333;1,2;-5;2
Temporada 2005-06;15;R. Sociedad;Villarreal;Temporada 2005-0615R. Sociedad;Temporada 2005-0615Villarreal;18;11;0,333333333;0,2;0,466666667;1,466666667;2,066666667;26;4;0,466666667;0,333333333;0,2;1,533333333;1;7;2
Temporada 2005-06;15;Valencia;Athletic;Temporada 2005-0615Valencia;Temporada 2005-0615Athletic;26;6;0,466666667;0,333333333;0,2;1,466666667;1,133333333;12;18;0,133333333;0,4;0,466666667;0,933333333;1,333333333;-12;0
Temporada 2005-06;16;Athletic;Betis;Temporada 2005-0616Athletic;Temporada 2005-0616Betis;15;16;0,1875;0,375;0,4375;1;1,25;12;20;0,125;0,375;0,5;0,625;1,5;-4;1
Temporada 2005-06;16;R. Madrid;Osasuna;Temporada 2005-0616R. Madrid;Temporada 2005-0616Osasuna;29;3;0,5625;0,125;0,3125;1,75;1,0625;35;2;0,6875;0,125;0,1875;1,4375;0,9375;1;0
Temporada 2005-06;16;Mallorca;Atletico;Temporada 2005-0616Mallorca;Temporada 2005-0616Atletico;16;15;0,25;0,25;0,5;1;1,5625;19;10;0,25;0,4375;0,3125;1,0625;1,0625;5;0
Temporada 2005-06;16;Alaves;Valencia;Temporada 2005-0616Alaves;Temporada 2005-0616Valencia;12;19;0,125;0,375;0,5;0,875;1,5;29;6;0,5;0,3125;0,1875;1,4375;1,0625;13;2
Temporada 2005-06;16;Villarreal;Getafe;Temporada 2005-0616Villarreal;Temporada 2005-0616Getafe;29;4;0,5;0,3125;0,1875;1,5625;1;21;9;0,375;0,1875;0,4375;1,375;1,4375;-5;1
Temporada 2005-06;16;Sevilla;R. Sociedad;Temporada 2005-0616Sevilla;Temporada 2005-0616R. Sociedad;26;7;0,4375;0,3125;0,25;1,0625;0,75;18;12;0,3125;0,1875;0,5;1,5;2,125;-5;1
Temporada 2005-06;16;Espanyol;Zaragoza;Temporada 2005-0616Espanyol;Temporada 2005-0616Zaragoza;15;17;0,1875;0,375;0,4375;0,8125;1,25;18;11;0,1875;0,5625;0,25;1,0625;1,25;6;0
Temporada 2005-06;16;Cadiz;Barcelona;Temporada 2005-0616Cadiz;Temporada 2005-0616Barcelona;14;18;0,1875;0,3125;0,5;0,6875;1,1875;37;1;0,6875;0,25;0,0625;2,5625;0,875;17;2
Temporada 2005-06;16;Celta;Deportivo;Temporada 2005-0616Celta;Temporada 2005-0616Deportivo;26;8;0,5;0,125;0,375;1,125;1,1875;29;5;0,5;0,3125;0,1875;1,4375;0,875;3;2
Temporada 2005-06;16;Racing;Malaga;Temporada 2005-0616Racing;Temporada 2005-0616Malaga;16;14;0,1875;0,4375;0,375;0,75;1,1875;16;13;0,25;0,25;0,5;1,375;1,4375;1;0
Temporada 2005-06;17;Barcelona;Celta;Temporada 2005-0617Barcelona;Temporada 2005-0617Celta;40;1;0,705882353;0,235294118;0,058823529;2,529411765;0,823529412;26;8;0,470588235;0,117647059;0,411764706;1,058823529;1,235294118;-7;1
Temporada 2005-06;17;Valencia;Mallorca;Temporada 2005-0617Valencia;Temporada 2005-0617Mallorca;32;3;0,529411765;0,294117647;0,176470588;1,529411765;1;16;16;0,235294118;0,235294118;0,529411765;0,941176471;1,647058824;-13;1
Temporada 2005-06;17;Osasuna;Atletico;Temporada 2005-0617Osasuna;Temporada 2005-0617Atletico;38;2;0,705882353;0,117647059;0,176470588;1,470588235;0,941176471;19;12;0,235294118;0,411764706;0,352941176;1,058823529;1,117647059;-10;1
Temporada 2005-06;17;Getafe;Sevilla;Temporada 2005-0617Getafe;Temporada 2005-0617Sevilla;24;9;0,411764706;0,176470588;0,411764706;1,352941176;1,352941176;26;7;0,411764706;0,294117647;0,294117647;1;0,764705882;2;1
Temporada 2005-06;17;Malaga;Villarreal;Temporada 2005-0617Malaga;Temporada 2005-0617Villarreal;17;15;0,235294118;0,294117647;0,470588235;1,294117647;1,352941176;30;4;0,470588235;0,352941176;0,176470588;1,470588235;0,941176471;11;0
Temporada 2005-06;17;R. Sociedad;Cadiz;Temporada 2005-0617R. Sociedad;Temporada 2005-0617Cadiz;21;11;0,352941176;0,176470588;0,470588235;1,529411765;2;14;19;0,176470588;0,294117647;0,529411765;0,647058824;1,235294118;-8;1
Temporada 2005-06;17;R. Madrid;Racing;Temporada 2005-0617R. Madrid;Temporada 2005-0617Racing;29;5;0,529411765;0,117647059;0,352941176;1,705882353;1,117647059;19;13;0,235294118;0,411764706;0,352941176;0,823529412;1,176470588;-8;2
Temporada 2005-06;17;Deportivo;Espanyol;Temporada 2005-0617Deportivo;Temporada 2005-0617Espanyol;29;6;0,470588235;0,294117647;0,235294118;1,411764706;0,941176471;18;14;0,235294118;0,352941176;0,411764706;0,882352941;1,235294118;-8;2
Temporada 2005-06;17;Zaragoza;Athletic;Temporada 2005-0617Zaragoza;Temporada 2005-0617Athletic;21;10;0,235294118;0,529411765;0,235294118;1,176470588;1,294117647;15;17;0,176470588;0,352941176;0,470588235;1,058823529;1,352941176;-7;1
Temporada 2005-06;17;Betis;Alaves;Temporada 2005-0617Betis;Temporada 2005-0617Alaves;15;18;0,176470588;0,352941176;0,470588235;0,764705882;1,411764706;12;20;0,117647059;0,352941176;0,529411765;0,823529412;1,588235294;-2;1
Temporada 2005-06;18;Atletico;Valencia;Temporada 2005-0618Atletico;Temporada 2005-0618Valencia;20;12;0,222222222;0,444444444;0,333333333;1;1,055555556;33;3;0,5;0,333333333;0,166666667;1,444444444;0,944444444;9;0
Temporada 2005-06;18;Villarreal;R. Madrid;Temporada 2005-0618Villarreal;Temporada 2005-0618R. Madrid;31;5;0,444444444;0,388888889;0,166666667;1,388888889;0,888888889;30;6;0,5;0,166666667;0,333333333;1,611111111;1,055555556;-1;0
Temporada 2005-06;18;Sevilla;Malaga;Temporada 2005-0618Sevilla;Temporada 2005-0618Malaga;29;7;0,444444444;0,277777778;0,277777778;1,111111111;0,777777778;17;15;0,222222222;0,277777778;0,5;1,277777778;1,444444444;-8;1
Temporada 2005-06;18;Mallorca;Betis;Temporada 2005-0618Mallorca;Temporada 2005-0618Betis;17;17;0,222222222;0,277777778;0,5;0,944444444;1,611111111;16;18;0,166666667;0,388888889;0,444444444;0,777777778;1,388888889;-1;0
Temporada 2005-06;18;Osasuna;Racing;Temporada 2005-0618Osasuna;Temporada 2005-0618Racing;39;2;0,666666667;0,166666667;0,166666667;1,444444444;0,944444444;20;13;0,222222222;0,444444444;0,333333333;0,833333333;1,166666667;-11;0
Temporada 2005-06;18;Cadiz;Getafe;Temporada 2005-0618Cadiz;Temporada 2005-0618Getafe;17;16;0,222222222;0,277777778;0,5;0,666666667;1,166666667;24;10;0,388888889;0,166666667;0,444444444;1,277777778;1,333333333;6;1
Temporada 2005-06;18;Celta;R. Sociedad;Temporada 2005-0618Celta;Temporada 2005-0618R. Sociedad;29;8;0,5;0,111111111;0,388888889;1,055555556;1,166666667;21;11;0,333333333;0,166666667;0,5;1,444444444;1,944444444;-3;1
Temporada 2005-06;18;Espanyol;Barcelona;Temporada 2005-0618Espanyol;Temporada 2005-0618Barcelona;18;14;0,222222222;0,333333333;0,444444444;0,888888889;1,277777778;43;1;0,722222222;0,222222222;0,055555556;2,5;0,833333333;13;2
Temporada 2005-06;18;Athletic;Deportivo;Temporada 2005-0618Athletic;Temporada 2005-0618Deportivo;15;19;0,166666667;0,333333333;0,5;1,055555556;1,388888889;32;4;0,5;0,277777778;0,222222222;1,444444444;0,944444444;15;2
Temporada 2005-06;19;R. Madrid;Sevilla;Temporada 2005-0619R. Madrid;Temporada 2005-0619Sevilla;33;4;0,526315789;0,157894737;0,315789474;1,736842105;1,105263158;29;8;0,421052632;0,263157895;0,315789474;1,157894737;0,947368421;-4;1
Temporada 2005-06;19;Barcelona;Athletic;Temporada 2005-0619Barcelona;Temporada 2005-0619Athletic;46;1;0,736842105;0,210526316;0,052631579;2,473684211;0,842105263;15;19;0,157894737;0,315789474;0,526315789;1,052631579;1,421052632;-18;1
Temporada 2005-06;19;Getafe;Celta;Temporada 2005-0619Getafe;Temporada 2005-0619Celta;25;10;0,368421053;0,210526316;0,421052632;1,263157895;1,315789474;30;7;0,473684211;0,157894737;0,368421053;1,052631579;1,157894737;3;0
Temporada 2005-06;19;R. Sociedad;Espanyol;Temporada 2005-0619R. Sociedad;Temporada 2005-0619Espanyol;21;13;0,315789474;0,157894737;0,526315789;1,368421053;1,894736842;21;12;0,263157895;0,315789474;0,421052632;0,894736842;1,210526316;1;2
Temporada 2005-06;19;Racing;Villarreal;Temporada 2005-0619Racing;Temporada 2005-0619Villarreal;23;11;0,263157895;0,421052632;0,315789474;0,842105263;1,105263158;31;6;0,421052632;0,368421053;0,210526316;1,315789474;0,894736842;5;1
Temporada 2005-06;19;Zaragoza;Mallorca;Temporada 2005-0619Zaragoza;Temporada 2005-0619Mallorca;27;9;0,315789474;0,473684211;0,210526316;1,315789474;1,210526316;17;18;0,210526316;0,263157895;0,526315789;0,947368421;1,684210526;-9;1
Temporada 2005-06;19;Malaga;Cadiz;Temporada 2005-0619Malaga;Temporada 2005-0619Cadiz;17;17;0,210526316;0,263157895;0,526315789;1,210526316;1,473684211;20;15;0,263157895;0,263157895;0,473684211;0,736842105;1,105263158;2;2
Temporada 2005-06;19;Deportivo;Alaves;Temporada 2005-0619Deportivo;Temporada 2005-0619Alaves;32;5;0,473684211;0,263157895;0,263157895;1,368421053;1;15;20;0,157894737;0,315789474;0,526315789;0,842105263;1,526315789;-15;2
Temporada 2005-06;19;Betis;Atletico;Temporada 2005-0619Betis;Temporada 2005-0619Atletico;19;16;0,210526316;0,368421053;0,421052632;0,789473684;1,315789474;20;14;0,210526316;0,421052632;0,368421053;0,947368421;1,052631579;2;1
Temporada 2005-06;19;Valencia;Osasuna;Temporada 2005-0619Valencia;Temporada 2005-0619Osasuna;36;3;0,526315789;0,315789474;0,157894737;1,473684211;0,894736842;39;2;0,631578947;0,157894737;0,210526316;1,368421053;1;1;1
Temporada 2005-06;20;R. Sociedad;Athletic;Temporada 2005-0620R. Sociedad;Temporada 2005-0620Athletic;22;13;0,3;0,2;0,5;1,45;1,95;16;19;0,15;0,35;0,5;1,15;1,5;-6;0
Temporada 2005-06;20;Malaga;Celta;Temporada 2005-0620Malaga;Temporada 2005-0620Celta;17;18;0,2;0,25;0,55;1,15;1,5;33;7;0,5;0,15;0,35;1,1;1,1;11;2
Temporada 2005-06;20;Barcelona;Alaves;Temporada 2005-0620Barcelona;Temporada 2005-0620Alaves;49;1;0,75;0,2;0,05;2,45;0,8;15;20;0,15;0,3;0,55;0,8;1,55;-19;1
Temporada 2005-06;20;Deportivo;Mallorca;Temporada 2005-0620Deportivo;Temporada 2005-0620Mallorca;33;6;0,45;0,3;0,25;1,4;1,05;18;17;0,2;0,3;0,5;1;1,7;-11;0
Temporada 2005-06;20;Getafe;Espanyol;Temporada 2005-0620Getafe;Temporada 2005-0620Espanyol;28;9;0,4;0,2;0,4;1,45;1,25;21;14;0,25;0,3;0,45;0,85;1,4;-5;1
Temporada 2005-06;20;Racing;Sevilla;Temporada 2005-0620Racing;Temporada 2005-0620Sevilla;23;12;0,25;0,4;0,35;0,9;1,2;32;8;0,45;0,25;0,3;1,25;1;4;2
Temporada 2005-06;20;Villarreal;Osasuna;Temporada 2005-0620Villarreal;Temporada 2005-0620Osasuna;34;5;0,45;0,35;0,2;1,35;0,9;39;3;0,6;0,15;0,25;1,35;1,05;2;1
Temporada 2005-06;20;Betis;Valencia;Temporada 2005-0620Betis;Temporada 2005-0620Valencia;19;16;0,2;0,35;0,45;0,75;1,35;39;2;0,55;0,3;0,15;1,5;0,85;14;2
Temporada 2005-06;20;R. Madrid;Cadiz;Temporada 2005-0620R. Madrid;Temporada 2005-0620Cadiz;36;4;0,55;0,15;0,3;1,8;1,1;20;15;0,25;0,25;0,5;0,75;1,2;-11;1
Temporada 2005-06;20;Zaragoza;Atletico;Temporada 2005-0620Zaragoza;Temporada 2005-0620Atletico;27;10;0,3;0,45;0,25;1,25;1,25;23;11;0,25;0,4;0,35;1;1;-1;2
Temporada 2005-06;21;Celta;R. Madrid;Temporada 2005-0621Celta;Temporada 2005-0621R. Madrid;33;8;0,476190476;0,142857143;0,380952381;1,095238095;1,142857143;39;3;0,571428571;0,142857143;0,285714286;1,80952381;1,095238095;5;2
